abciximab (c 7e3b fab)	3.7271507	abciximab (c7e3b fab)	null	99176
abciximab (c 7e3b fab)	0.5105691	fragment fab d'immunoglobuline antidigitalique ovin	null	39359

acebutolol	8.974533	acebutolol	null	63130
acebutolol	8.058241	acebutolol	null	63130
acebutolol	5.036401	chlorhydrate d'acebutolol	null	191
acebutolol	5.036401	acebutolol base	null	63130
acebutolol	5.036401	acebutolol (chlorhydrate d')	null	191

aceclofenac	8.974533	aceclofenac	null	62180
aceclofenac	8.974533	aceclofenac	null	62180

acenocoumarol	8.974533	acenocoumarol	null	998
acenocoumarol	8.974533	acenocoumarol	null	998

acepromazine	5.3556676	acepromazine (maleate d')	null	1000
acepromazine	5.3556676	acepromazine base	null	98020

aceprometazine	5.3556676	aceprometazine (maleate d')	null	1001
aceprometazine	5.3556676	aceprometazine base	null	28159

acetazolamide	8.974533	acetazolamide	null	1006
acetazolamide	8.974533	acetazolamide	null	1006

acetylsulfafurazol	pas trouvé
acetylsulfafurazol	pas trouvé
aciclovir	8.974533	aciclovir	null	25715
aciclovir	8.974533	aciclovir	null	25715

acide acetylsalicylique	8.974533	acide acetylsalicylique	null	5
acide acetylsalicylique	6.101536	acetylsalicylique (acide)	null	5
acide acetylsalicylique	6.101536	acide acetylsalicylique	null	5
acide acetylsalicylique	0.7002798	acide salicylique	null	690
acide acetylsalicylique	0.7002798	ascorbique (acide)	null	1023
acide acetylsalicylique	0.7002798	acide ibandronique	null	24277

acide alendronique	8.974533	acide alendronique	null	35532
acide alendronique	6.101536	acide alendronique	null	35532
acide alendronique	6.101536	alendronique (acide)	null	35532
acide alendronique	0.7002798	acide salicylique	null	690
acide alendronique	0.7002798	acetylsalicylique (acide)	null	5
acide alendronique	0.7002798	ascorbique (acide)	null	1023

acide amidotrizoique	0.6365602	acide salicylique	null	690
acide amidotrizoique	0.6365602	acetylsalicylique (acide)	null	5
acide amidotrizoique	0.6365602	ascorbique (acide)	null	1023
acide amidotrizoique	0.6365602	acide ibandronique	null	24277
acide amidotrizoique	0.6365602	acide acetylsalicylique	null	5

acide chenodesoxycholique	8.974533	acide chenodesoxycholique	null	345
acide chenodesoxycholique	6.325139	acide chenodesoxycholique	null	345
acide chenodesoxycholique	0.6755239	acide salicylique	null	690
acide chenodesoxycholique	0.6755239	acetylsalicylique (acide)	null	5
acide chenodesoxycholique	0.6755239	ascorbique (acide)	null	1023
acide chenodesoxycholique	0.6755239	acide ibandronique	null	24277

acide clodronique	0.6365602	acide salicylique	null	690
acide clodronique	0.6365602	acetylsalicylique (acide)	null	5
acide clodronique	0.6365602	ascorbique (acide)	null	1023
acide clodronique	0.6365602	acide ibandronique	null	24277
acide clodronique	0.6365602	acide acetylsalicylique	null	5

acide etidronique	0.6365602	acide salicylique	null	690
acide etidronique	0.6365602	acetylsalicylique (acide)	null	5
acide etidronique	0.6365602	ascorbique (acide)	null	1023
acide etidronique	0.6365602	acide ibandronique	null	24277
acide etidronique	0.6365602	acide acetylsalicylique	null	5

acide folinique	8.974533	acide folinique	null	90673
acide folinique	6.101536	acide l folinique	null	67056
acide folinique	6.101536	acide folinique	null	90673
acide folinique	0.7002798	acide salicylique	null	690
acide folinique	0.7002798	acetylsalicylique (acide)	null	5
acide folinique	0.7002798	ascorbique (acide)	null	1023

acide folique	8.974533	acide folique	null	1040
acide folique	6.101536	folique (acide)	null	1040
acide folique	6.101536	acide folique	null	1040
acide folique	0.7002798	acide salicylique	null	690
acide folique	0.7002798	acetylsalicylique (acide)	null	5
acide folique	0.7002798	ascorbique (acide)	null	1023

acide ibandronique	8.974533	acide ibandronique	null	24277
acide ibandronique	5.823306	acide ibandronique	null	24277
acide ibandronique	5.823306	ibandronique (acide)	null	24277
acide ibandronique	4.0763144	ibandronique (acide), sel monosodique, monohydrate	null	86008
acide ibandronique	4.0763144	acide ibandronique, sel monosodique, monohydrate	null	86008
acide ibandronique	0.73373806	acide salicylique	null	690

acide ioxaglique	0.6365602	acide salicylique	null	690
acide ioxaglique	0.6365602	acetylsalicylique (acide)	null	5
acide ioxaglique	0.6365602	ascorbique (acide)	null	1023
acide ioxaglique	0.6365602	acide ibandronique	null	24277
acide ioxaglique	0.6365602	acide acetylsalicylique	null	5

acide ioxitalamique	0.6365602	acide salicylique	null	690
acide ioxitalamique	0.6365602	acetylsalicylique (acide)	null	5
acide ioxitalamique	0.6365602	ascorbique (acide)	null	1023
acide ioxitalamique	0.6365602	acide ibandronique	null	24277
acide ioxitalamique	0.6365602	acide acetylsalicylique	null	5

acide medronique	8.974533	acide medronique	null	26808
acide medronique	6.101536	acide medronique	null	26808
acide medronique	6.101536	medronique (acide)	null	26808
acide medronique	0.7002798	acide salicylique	null	690
acide medronique	0.7002798	acetylsalicylique (acide)	null	5
acide medronique	0.7002798	ascorbique (acide)	null	1023

acide mefenamique	8.974533	acide mefenamique	null	1056
acide mefenamique	6.325139	acide mefenamique	null	1056
acide mefenamique	0.6755239	acide salicylique	null	690
acide mefenamique	0.6755239	acetylsalicylique (acide)	null	5
acide mefenamique	0.6755239	ascorbique (acide)	null	1023
acide mefenamique	0.6755239	acide ibandronique	null	24277

acide niflumique	8.974533	acide niflumique	null	1062
acide niflumique	6.101536	acide niflumique	null	1062
acide niflumique	6.101536	niflumique (acide)	null	1062
acide niflumique	0.7002798	acide salicylique	null	690
acide niflumique	0.7002798	acetylsalicylique (acide)	null	5
acide niflumique	0.7002798	ascorbique (acide)	null	1023

acide oxidronique	0.6365602	acide salicylique	null	690
acide oxidronique	0.6365602	acetylsalicylique (acide)	null	5
acide oxidronique	0.6365602	ascorbique (acide)	null	1023
acide oxidronique	0.6365602	acide ibandronique	null	24277
acide oxidronique	0.6365602	acide acetylsalicylique	null	5

acide pamidronique	6.325139	pamidronique (acide)	null	44842
acide pamidronique	0.6755239	acide salicylique	null	690
acide pamidronique	0.6755239	acetylsalicylique (acide)	null	5
acide pamidronique	0.6755239	ascorbique (acide)	null	1023
acide pamidronique	0.6755239	acide ibandronique	null	24277

acide risedronique	8.974533	acide risedronique	null	99915
acide risedronique	6.101536	acide risedronique	null	99915
acide risedronique	6.101536	risedronique (acide)	null	99915
acide risedronique	0.7002798	acide salicylique	null	690
acide risedronique	0.7002798	acetylsalicylique (acide)	null	5
acide risedronique	0.7002798	ascorbique (acide)	null	1023

acide tiaprofenique	8.974533	acide tiaprofenique	null	3385
acide tiaprofenique	6.101536	acide tiaprofenique	null	3385
acide tiaprofenique	6.101536	tiaprofenique (acide)	null	3385
acide tiaprofenique	0.7002798	acide salicylique	null	690
acide tiaprofenique	0.7002798	acetylsalicylique (acide)	null	5
acide tiaprofenique	0.7002798	ascorbique (acide)	null	1023

acide tiludronique	6.325139	tiludronique (acide)	null	39065
acide tiludronique	0.6755239	acide salicylique	null	690
acide tiludronique	0.6755239	acetylsalicylique (acide)	null	5
acide tiludronique	0.6755239	ascorbique (acide)	null	1023
acide tiludronique	0.6755239	acide ibandronique	null	24277

acide ursodesoxycholique	8.974533	acide ursodesoxycholique	null	981
acide ursodesoxycholique	6.101536	acide ursodesoxycholique	null	981
acide ursodesoxycholique	6.101536	ursodesoxycholique (acide)	null	981
acide ursodesoxycholique	0.7002798	acide salicylique	null	690
acide ursodesoxycholique	0.7002798	acetylsalicylique (acide)	null	5
acide ursodesoxycholique	0.7002798	ascorbique (acide)	null	1023

acide valproique	8.974533	acide valproique	null	25252
acide valproique	6.101536	valproique (acide)	null	25252
acide valproique	6.101536	acide valproique	null	25252
acide valproique	0.7002798	acide salicylique	null	690
acide valproique	0.7002798	acetylsalicylique (acide)	null	5
acide valproique	0.7002798	ascorbique (acide)	null	1023

acide zoledronique	4.580032	acide zoledronique anhydre	null	41881
acide zoledronique	4.580032	acide zoledronique monohydrate	null	98588
acide zoledronique	4.580032	acide zoledronique hemipentahydrate	null	56210
acide zoledronique	4.580032	acide zoledronique trihydrate	null	72831
acide zoledronique	4.580032	zoledronique (acide) monohydrate	null	98588

acitretine	8.974533	acitretine	null	8578
acitretine	8.974533	acitretine	null	8578

adefovir	8.974533	adefovir	null	58472
adefovir	8.569068	adefovir	null	58472
adefovir	5.3556676	adefovir dipivoxil	null	56132

adrenaline	8.974533	adrenaline	null	1080
adrenaline	7.72177	adrenaline	null	1080
adrenaline	4.826106	tartrate d'adrenaline	null	4280
adrenaline	4.826106	adrenaline base	null	1080
adrenaline	4.826106	adrenaline (tartrate d')	null	4280
adrenaline	4.826106	chlorhydrate d'adrenaline	null	4862

agomelatine	8.974533	agomelatine	null	38188
agomelatine	8.974533	agomelatine	null	38188

alcuronium	5.609083	alcuronium (chlorure d')	null	1086

alfacalcidol	8.974533	alfacalcidol	null	988
alfacalcidol	8.974533	alfacalcidol	null	988

alfentanil	8.974533	alfentanil	null	5922
alfentanil	8.569068	alfentanil	null	5922
alfentanil	5.3556676	alfentanil (chlorhydrate d')	null	6166

alfuzosine	5.3556676	chlorhydrate d'alfuzosine	null	60310
alfuzosine	5.3556676	alfuzosine (chlorhydrate d')	null	60310

alimemazine	8.974533	alimemazine	null	1090
alimemazine	8.569068	alimemazine	null	1090
alimemazine	5.3556676	alimemazine (tartrate d')	null	5762

aliskiren	pas trouvé
aliskiren	8.281385	aliskirene	null	70278

alitretinoine	8.974533	alitretinoine	null	62086
alitretinoine	8.974533	alitretinoine	null	62086

alizapride	8.974533	alizapride	null	32273
alizapride	8.569068	alizapride	null	32273
alizapride	5.3556676	alizapride (chlorhydrate d')	null	16458

allobarbital	pas trouvé
allobarbital	pas trouvé
allopurinol	8.974533	allopurinol	null	1097
allopurinol	8.974533	allopurinol	null	1097

alminoprofene	8.974533	alminoprofene	null	20863
alminoprofene	8.974533	alminoprofene	null	20863

almotriptan	8.974533	almotriptan	null	64860
almotriptan	8.058241	almotriptan	null	64860
almotriptan	5.036401	d,l-hydrogenomalate d'almotriptan	null	50149
almotriptan	5.036401	almotriptan base	null	64860
almotriptan	5.036401	malate d'almotriptan	null	50149

alpha-pinene	8.974533	alpha-pinene	null	54952
alpha-pinene	pas trouvé
alpha-pinene	pas trouvé
alprazolam	8.974533	alprazolam	null	13112
alprazolam	8.974533	alprazolam	null	13112

alteplase recombinante	3.7087843	alteplase	null	56894
alteplase recombinante	1.0752308	mecasermine recombinante	null	77956
alteplase recombinante	0.86018467	insuline lispro recombinante	null	72525
alteplase recombinante	0.86018467	insuline asparte recombinante isophane	null	51144
alteplase recombinante	0.86018467	insuline humaine recombinante isophane	null	51576

altizide	8.974533	altizide	null	1106
altizide	8.974533	altizide	null	1106

altretamine	8.974533	altretamine	null	868
altretamine	8.974533	altretamine	null	868

amantadine	5.3556676	amantadine (chlorhydrate d')	null	42
amantadine	5.3556676	chlorhydrate d'amantadine	null	42

ambenonium	5.609083	ambenonium (chlorure d')	null	1110

amifostine	5.3556676	amifostine anhydre	null	73916
amifostine	5.3556676	amifostine trihydratee	null	89627

amikacine	8.974533	amikacine	null	22273
amikacine	8.281385	amikacine	null	22273
amikacine	5.175866	sulfate d'amikacine	null	280
amikacine	5.175866	amikacine base	null	22273

amiloride	4.9224505	chlorhydrate d'amiloride	null	3149
amiloride	4.9224505	amiloride (chlorhydrate d')	null	3149
amiloride	3.9379604	amiloride (chlorhydrate d') anhydre	null	96013
amiloride	3.9379604	chlorhydrate d'amiloride anhydre	null	96013
amiloride	3.9379604	amiloride (chlorhydrate d') hydrate	null	3149

aminophylline	8.974533	aminophylline	null	1130
aminophylline	8.974533	aminophylline	null	1130

amiodarone	5.3556676	chlorhydrate d'amiodarone	null	5386
amiodarone	5.3556676	amiodarone (chlorhydrate d')	null	5386

amisulpride	8.974533	amisulpride	null	9231
amisulpride	8.974533	amisulpride	null	9231

amitriptyline	8.974533	amitriptyline	null	1140
amitriptyline	8.281385	amitriptyline	null	1140
amitriptyline	5.175866	amitriptyline (chlorhydrate d')	null	788
amitriptyline	5.175866	chlorhydrate d'amitriptyline	null	788

amlodipine	8.974533	amlodipine	null	39727
amlodipine	8.281385	amlodipine	null	39727
amlodipine	5.175866	besilate d'amlodipine	null	93748
amlodipine	5.175866	amlodipine (besilate d')	null	93748

amobarbital	pas trouvé
amobarbital	pas trouvé
amoxapine	8.974533	amoxapine	null	877
amoxapine	8.974533	amoxapine	null	877

amoxicilline	8.974533	amoxicilline	null	5248
amoxicilline	7.875921	amoxicilline	null	5248
amoxicilline	4.9224505	amoxicilline anhydre	null	5248
amoxicilline	4.9224505	amoxicilline trihydratee	null	28165
amoxicilline	4.9224505	amoxicilline sodique	null	872
amoxicilline	4.9224505	amoxicilline base	null	5248

amphotericine b	8.974533	amphotericine b	null	1150
amphotericine b	8.974533	amphotericine b	null	1150

ampicilline	5.036401	ampicilline trihydratee	null	3155
ampicilline	5.036401	ampicilline base	null	84525
ampicilline	5.036401	ampicilline anhydre	null	84525
ampicilline	5.036401	ampicilline sodique	null	3158

amprenavir	8.974533	amprenavir	null	85581
amprenavir	8.974533	amprenavir	null	85581

amsacrine	8.974533	amsacrine	null	16948
amsacrine	8.974533	amsacrine	null	16948

androstanolone	8.974533	androstanolone	null	50
androstanolone	8.974533	androstanolone	null	50

apixaban	8.974533	apixaban	null	61321
apixaban	8.974533	apixaban	null	61321

apomorphine	5.3556676	chlorhydrate d'apomorphine	null	52
apomorphine	5.3556676	apomorphine base	null	26824

argatroban	5.609083	argatroban monohydrate	null	61676

aripiprazole	8.974533	aripiprazole	null	96835
aripiprazole	8.974533	aripiprazole	null	96835

arsenieux	5.609083	arsenieux (anhydride)	null	6247

asenapine	8.974533	asenapine	null	32069
asenapine	8.281385	asenapine	null	32069
asenapine	5.175866	maleate d'asenapine	null	44594
asenapine	5.175866	asenapine (maleate d')	null	44594

asparaginase	8.974533	asparaginase	null	57
asparaginase	8.974533	asparaginase	null	57

atazanavir	8.974533	atazanavir	null	27570
atazanavir	8.281385	atazanavir	null	27570
atazanavir	5.175866	atazanavir (sulfate d')	null	87658
atazanavir	5.175866	sulfate d'atazanavir	null	87658

atenolol	8.974533	atenolol	null	762
atenolol	8.974533	atenolol	null	762

atomoxetine	8.974533	atomoxetine	null	70797
atomoxetine	8.281385	atomoxetine	null	70797
atomoxetine	5.175866	chlorhydrate d'atomoxetine	null	81442
atomoxetine	5.175866	atomoxetine (chlorhydrate d')	null	81442

atorvastatine	8.974533	atorvastatine	null	19809
atorvastatine	7.72177	atorvastatine	null	19809
atorvastatine	4.826106	atorvastatine calcique	null	50091
atorvastatine	3.860885	atorvastatine magnesium trihydrate	null	56688
atorvastatine	3.860885	atorvastatine calcique trihydratee	null	92464
atorvastatine	3.860885	atorvastatine calcique anhydre	null	50091

atracurium	8.974533	atracurium	null	34378
atracurium	8.281385	atracurium	null	34378
atracurium	5.175866	besilate d'atracurium	null	6492
atracurium	5.175866	atracurium (besilate d')	null	6492

atropine	8.974533	atropine	null	10321
atropine	7.875921	atropine	null	10321
atropine	4.9224505	atropine (sulfate d')	null	4150
atropine	4.9224505	sulfate d'atropine	null	4150
atropine	3.9379604	chlorhydrate d'atropine oxyde	null	3753
atropine	3.9379604	atropine n-oxyde base	null	58336

avizafone	5.609083	chlorhydrate d'avizafone	null	28231

axitinib	8.974533	axitinib	null	46333
axitinib	8.974533	axitinib	null	46333

azatadine	pas trouvé
azatadine	pas trouvé
azathioprine	8.974533	azathioprine	null	1200
azathioprine	8.974533	azathioprine	null	1200

azelastine	8.974533	azelastine	null	75817
azelastine	8.281385	azelastine	null	75817
azelastine	5.175866	azelastine (chlorhydrate d')	null	25329
azelastine	5.175866	chlorhydrate d'azelastine	null	25329

azilsartan	5.3556676	azilsartan medoxomil	null	96646
azilsartan	4.284534	azilsartan medoxomil potassique	null	69332

azithromycine	8.974533	azithromycine	null	96035
azithromycine	8.058241	azithromycine	null	96035
azithromycine	5.036401	azithromycine monohydratee	null	43303
azithromycine	5.036401	azithromycine anhydre	null	96035
azithromycine	5.036401	azithromycine dihydratee	null	48539

bacampicilline	4.4872665	bacampicilline (chlorhydrate de)	null	954

baclofene	8.974533	baclofene	null	812
baclofene	8.974533	baclofene	null	812

bambuterol	4.4872665	chlorhydrate de bambuterol	null	50858

barbital	pas trouvé
barbital	pas trouvé
barnidipine	5.3556676	barnidipine base	null	32805
barnidipine	4.284534	chlorhydrate de barnidipine	null	38879

bcg	4.1406927	vaccin bcg cryodesseche	null	3181
bcg	4.1406927	bcg attenue - souche connaught	null	21658
bcg	2.0703464	bcg (bacilles de calmette-guerin), mycobacterium bovis, souche danoise 1331, vivante attenuee	null	82142

befunolol	4.4872665	befunolol (chlorhydrate de)	null	7862

benazepril	4.284534	benazepril (chlorhydrate de)	null	14049
benazepril	4.284534	chlorhydrate de benazepril	null	14049

bendroflumethiazide	8.974533	bendroflumethiazide	null	1215
bendroflumethiazide	8.974533	bendroflumethiazide	null	1215

benethamine-penicilline	pas trouvé
benethamine-penicilline	pas trouvé
benzalkonium	3.9379604	chlorure de benzalkonium	null	4771
benzalkonium	3.9379604	benzalkonium (chlorure de)	null	4771
benzalkonium	3.9379604	bromure de benzalkonium	null	4766
benzalkonium	3.4457154	benzalkonium (chlorure de), solution de	null	24735
benzalkonium	3.4457154	solution de chlorure de benzalkonium	null	24735

benzbromarone	8.974533	benzbromarone	null	150
